period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2017-06-01,12260,179916,1.18
2017-09-01,12260,179555,1.47
2017-12-01,12260,182804,2.06
2018-03-01,12260,183224,2.03
2018-06-01,12260,184495,2.55
2018-09-01,12260,182966,1.9
2018-12-01,12260,186918,2.25
2019-03-01,12260,187198,2.17
2019-06-01,12260,188876,2.37
2019-09-01,12260,188792,3.18
2019-12-01,12260,192381,2.92
2020-03-01,12260,189832,
2020-06-01,12260,176244,-6.69
2020-09-01,12260,179571,-4.88
2020-12-01,12260,184180,-4.26
2021-03-01,12260,182943,
2021-06-01,12260,183861,4.32
2021-09-01,12260,184072,2.51
2021-12-01,12260,188224,2.2
2022-03-01,12260,186105,1.73
2022-06-01,12260,188459,2.5
2022-09-01,12260,188576,2.45
2022-12-01,12260,190463,1.19
2023-03-01,12260,189369,1.75
2023-06-01,12260,189359,0.48
2023-09-01,12260,187102,-0.78
2023-12-01,12260,189066,-0.73
2024-03-01,12260,188381,
2024-06-01,12260,189532,0.09
2024-09-01,12260,188333,0.66
2024-12-01,12260,191371,1.22
2025-03-01,12260,190336,
2025-06-01,12260,190378,0.45
2016-03-01,12420,774119,
2016-06-01,12420,789087,
2016-09-01,12420,796214,
2016-12-01,12420,804516,
2017-03-01,12420,803588,
2017-06-01,12420,819392,3.84
2017-09-01,12420,822124,3.25
2017-12-01,12420,836596,3.99
2018-03-01,12420,836543,4.1
2018-06-01,12420,854253,4.25
2018-09-01,12420,855202,4.02
2018-12-01,12420,872128,4.25
2019-03-01,12420,873589,4.43
2019-06-01,12420,889031,4.07
2019-09-01,12420,893429,4.47
2019-12-01,12420,912209,4.6
2020-03-01,12420,898791,
2020-06-01,12420,833348,-6.26
2020-09-01,12420,852481,-4.58
2020-12-01,12420,887598,-2.7
2021-03-01,12420,894213,
2021-06-01,12420,933239,11.99
2021-09-01,12420,950798,11.53
2021-12-01,12420,990269,11.57
2022-03-01,12420,998874,11.7
2022-06-01,12420,1025511,9.89
2022-09-01,12420,1043232,9.72
2022-12-01,12420,1057349,6.77
2023-03-01,12420,1057043,5.82
2023-06-01,12420,1075747,4.9
2023-09-01,12420,1071391,2.7
2023-12-01,12420,1085925,2.7
2024-03-01,12420,1063071,
2024-06-01,12420,1078842,0.29
2024-09-01,12420,1074438,0.28
2024-12-01,12420,1089930,0.37
2025-03-01,12420,1088819,
2025-06-01,12420,1098795,1.85
2016-03-01,12540,232053,
2016-06-01,12540,254486,
2016-09-01,12540,262922,
2016-12-01,12540,245948,
2017-03-01,12540,234731,
2017-06-01,12540,258854,1.72
2017-09-01,12540,265811,1.1
2017-12-01,12540,248181,0.91
2018-03-01,12540,237046,0.99
2018-06-01,12540,262526,1.42
2018-09-01,12540,272676,2.58
2018-12-01,12540,259838,4.7
2019-03-01,12540,244527,3.16
2019-06-01,12540,270932,3.2
2019-09-01,12540,280061,2.71
2019-12-01,12540,263083,1.25
2020-03-01,12540,246263,
2020-06-01,12540,248690,-8.21
2020-09-01,12540,261703,-6.56
2020-12-01,12540,255520,-2.87
2021-03-01,12540,237670,
2021-06-01,12540,262778,5.66
2021-09-01,12540,273850,4.64
2021-12-01,12540,268762,5.18
2022-03-01,12540,256251,7.82
2022-06-01,12540,274309,4.39
2022-09-01,12540,287866,5.12
2022-12-01,12540,271362,0.97
2023-03-01,12540,255746,-0.2
2023-06-01,12540,278656,1.58
2023-09-01,12540,289725,0.65
2023-12-01,12540,271806,0.16
2024-03-01,12540,258570,
2024-06-01,12540,275196,-1.24
2024-09-01,12540,289549,-0.06
2024-12-01,12540,269964,-0.68
2025-03-01,12540,258055,
2025-06-01,12540,270259,-1.79
2016-03-01,12580,1071037,
2016-06-01,12580,1100375,
2016-09-01,12580,1101015,
2016-12-01,12580,1107174,
2017-03-01,12580,1083210,
2017-06-01,12580,1115862,1.41
2017-09-01,12580,1112960,1.08
2017-12-01,12580,1118923,1.06
2018-03-01,12580,1101473,1.69
2018-06-01,12580,1130850,1.34
2018-09-01,12580,1121935,0.81
2018-12-01,12580,1124204,0.47
2019-03-01,12580,1107478,0.55
2019-06-01,12580,1136080,0.46
2019-09-01,12580,1127270,0.48
2019-12-01,12580,1139090,1.32
2020-03-01,12580,1102914,
2020-06-01,12580,1001609,-11.84
2020-09-01,12580,1036202,-8.08
2020-12-01,12580,1053560,-7.51
2021-03-01,12580,1038332,
2021-06-01,12580,1065296,6.36
2021-09-01,12580,1071949,3.45
2021-12-01,12580,1098544,4.27
2022-03-01,12580,1068573,2.91
2022-06-01,12580,1092327,2.54
2022-09-01,12580,1092154,1.88
2022-12-01,12580,1090325,-0.75
2023-03-01,12580,1080996,1.16
2023-06-01,12580,1109931,1.61
2023-09-01,12580,1100262,0.74
2023-12-01,12580,1108290,1.65
2024-03-01,12580,1108362,
2024-06-01,12580,1130150,1.82
2024-09-01,12580,1119170,1.72
2024-12-01,12580,1124565,1.47
2025-03-01,12580,1107729,
2025-06-01,12580,1129477,-0.06
2016-03-01,12620,55688,
2016-06-01,12620,57988,
2016-09-01,12620,57815,
2016-12-01,12620,57736,
2017-03-01,12620,55696,
2017-06-01,12620,57639,-0.6
2017-09-01,12620,57655,-0.28
2017-12-01,12620,57864,0.22
2018-03-01,12620,56072,0.68
2018-06-01,12620,58459,1.42
2018-09-01,12620,58050,0.69
2018-12-01,12620,58135,0.47
2019-03-01,12620,56679,1.08
2019-06-01,12620,58751,0.5
2019-09-01,12620,59140,1.88
2019-12-01,12620,58502,0.63
2020-03-01,12620,56939,
2020-06-01,12620,53259,-9.35
2020-09-01,12620,55534,-6.1
2020-12-01,12620,55736,-4.73
2021-03-01,12620,54993,
2021-06-01,12620,56531,6.14
2021-09-01,12620,57544,3.62
2021-12-01,12620,57705,3.53
2022-03-01,12620,57051,3.74
2022-06-01,12620,58234,3.01
2022-09-01,12620,59242,2.95
2022-12-01,12620,59066,2.36
2023-03-01,12620,56728,-0.57
2023-06-01,12620,58281,0.08
2023-09-01,12620,59113,-0.22
2023-12-01,12620,58675,-0.66
2024-03-01,12620,58172,
2024-06-01,12620,60360,3.57
2024-09-01,12620,60331,2.06
2024-12-01,12620,59610,1.59
2025-03-01,12620,58403,
2025-06-01,12620,59155,-2
2016-03-01,12700,71133,
2016-06-01,12700,91192,
2016-09-01,12700,87068,
2016-12-01,12700,76478,
2017-03-01,12700,72069,
2017-06-01,12700,93593,2.63
2017-09-01,12700,87670,0.69
2017-12-01,12700,77284,1.05
2018-03-01,12700,72397,0.46
2018-06-01,12700,93213,-0.41
2018-09-01,12700,87571,-0.11
2018-12-01,12700,77310,0.03
2019-03-01,12700,72718,0.44
2019-06-01,12700,93173,-0.04
2019-09-01,12700,87894,0.37
2019-12-01,12700,77040,-0.35
2020-03-01,12700,71251,
2020-06-01,12700,71660,-23.09
2020-09-01,12700,78103,-11.14
2020-12-01,12700,70541,-8.44
2021-03-01,12700,67137,
2021-06-01,12700,85693,19.58
2021-09-01,12700,81993,4.98
2021-12-01,12700,74377,5.44
2022-03-01,12700,71055,5.84
2022-06-01,12700,89443,4.38
2022-09-01,12700,85321,4.06
2022-12-01,12700,75387,1.36
2023-03-01,12700,71924,1.22
2023-06-01,12700,92230,3.12
2023-09-01,12700,85848,0.62
2023-12-01,12700,76418,1.37
2024-03-01,12700,72332,
2024-06-01,12700,91556,-0.73
2024-09-01,12700,86260,0.48
2024-12-01,12700,76471,0.07
2025-03-01,12700,71951,
2025-06-01,12700,91103,-0.49
2016-03-01,12940,317657,
2016-06-01,12940,319324,
2016-09-01,12940,316291,
2016-12-01,12940,316521,
2017-03-01,12940,317864,
2017-06-01,12940,317326,-0.63
2017-09-01,12940,316048,-0.08
2017-12-01,12940,318390,0.59
2018-03-01,12940,320988,0.98
2018-06-01,12940,322051,1.49
2018-09-01,12940,320903,1.54
2018-12-01,12940,324711,1.99
2019-03-01,12940,322199,0.38
2019-06-01,12940,318825,-1
2019-09-01,12940,316498,-1.37
2019-12-01,12940,319035,-1.75
2020-03-01,12940,314176,
2020-06-01,12940,283270,-11.15
2020-09-01,12940,292996,-7.43
2020-12-01,12940,301965,-5.35
2021-03-01,12940,302015,
2021-06-01,12940,305344,7.79
2021-09-01,12940,306363,4.56
2021-12-01,12940,318738,5.55
2022-03-01,12940,316680,4.86
2022-06-01,12940,318619,4.35
2022-09-01,12940,322945,5.41
2022-12-01,12940,322993,1.33
2023-03-01,12940,324610,2.5
2023-06-01,12940,322833,1.32
2023-09-01,12940,327928,1.54
2023-12-01,12940,332175,2.84
2024-03-01,12940,335588,
2024-06-01,12940,332513,3
2024-09-01,12940,332101,1.27
2024-12-01,12940,331620,-0.17
2025-03-01,12940,333326,
2025-06-01,12940,329867,-0.8
2016-03-01,12980,45342,
2016-06-01,12980,47049,
2016-09-01,12980,46633,
2016-12-01,12980,46389,
2017-03-01,12980,45485,
2017-06-01,12980,46107,-2
2017-09-01,12980,45519,-2.39
2017-12-01,12980,44691,-3.66
2018-03-01,12980,43651,-4.03
2018-06-01,12980,45314,-1.72
2018-09-01,12980,44655,-1.9
2018-12-01,12980,44263,-0.96
2019-03-01,12980,43420,-0.53
2019-06-01,12980,44554,-1.68
2019-09-01,12980,44068,-1.31
2019-12-01,12980,43921,-0.77
2020-03-01,12980,43168,
2020-06-01,12980,39398,-11.57
2020-09-01,12980,40603,-7.86
2020-12-01,12980,40145,-8.6
2021-03-01,12980,40605,
2021-06-01,12980,41384,5.04
2021-09-01,12980,41388,1.93
2021-12-01,12980,42084,4.83
2022-03-01,12980,41510,2.23
2022-06-01,12980,42777,3.37
2022-09-01,12980,42774,3.35
2022-12-01,12980,42760,1.61
2023-03-01,12980,42610,2.65
2023-06-01,12980,43898,2.62
2023-09-01,12980,43091,0.74
2023-12-01,12980,43022,0.61
2024-03-01,12980,42815,
2024-06-01,12980,44213,0.72
2024-09-01,12980,43853,1.77
2024-12-01,12980,43431,0.95
2025-03-01,12980,43474,
2025-06-01,12980,45259,2.37
2016-03-01,13020,28849,
2016-06-01,13020,30111,
2016-09-01,13020,29850,
2016-12-01,13020,29289,
2017-03-01,13020,28320,
2017-06-01,13020,29133,-3.25
2017-09-01,13020,29215,-2.13
2017-12-01,13020,28628,-2.26
2018-03-01,13020,27955,-1.29
2018-06-01,13020,28997,-0.47
2018-09-01,13020,28603,-2.09
2018-12-01,13020,28175,-1.58
2019-03-01,13020,28311,1.27
2019-06-01,13020,29749,2.59
2019-09-01,13020,29391,2.75
2019-12-01,13020,28835,2.34
2020-03-01,13020,28449,
2020-06-01,13020,26472,-11.02
2020-09-01,13020,27503,-6.42
2020-12-01,13020,26336,-8.67
2021-03-01,13020,27053,
2021-06-01,13020,28775,8.7
2021-09-01,13020,28855,4.92
2021-12-01,13020,28443,8
2022-03-01,13020,28114,3.92
2022-06-01,13020,29485,2.47
2022-09-01,13020,29340,1.68
2022-12-01,13020,29039,2.1
2023-03-01,13020,28530,1.48
2023-06-01,13020,29882,1.35
2023-09-01,13020,29041,-1.02
2023-12-01,13020,28498,-1.86
2024-03-01,13020,28459,
2024-06-01,13020,29610,-0.91
2024-09-01,13020,29243,0.7
2024-12-01,13020,28784,1
2025-03-01,13020,28484,
2025-06-01,13020,29708,0.33
2016-03-01,13140,134987,
2016-06-01,13140,135489,
2016-09-01,13140,134949,
2016-12-01,13140,133188,
2017-03-01,13140,134888,
2017-06-01,13140,135257,-0.17
2017-09-01,13140,131409,-2.62
2017-12-01,13140,134340,0.86
2018-03-01,13140,134717,-0.13
2018-06-01,13140,136734,1.09
2018-09-01,13140,136771,4.08
2018-12-01,13140,136846,1.87
2019-03-01,13140,136311,1.18
2019-06-01,13140,135218,-1.11
2019-09-01,13140,135626,-0.84
2019-12-01,13140,136605,-0.18
2020-03-01,13140,134084,
2020-06-01,13140,122145,-9.67
2020-09-01,13140,122449,-9.72
2020-12-01,13140,124146,-9.12
2021-03-01,13140,123037,
2021-06-01,13140,122344,0.16
2021-09-01,13140,123465,0.83
2021-12-01,13140,126894,2.21
2022-03-01,13140,128078,4.1
2022-06-01,13140,128875,5.34
2022-09-01,13140,131457,6.47
2022-12-01,13140,132453,4.38
2023-03-01,13140,131240,2.47
2023-06-01,13140,131926,2.37
2023-09-01,13140,133466,1.53
2023-12-01,13140,133225,0.58
2024-03-01,13140,135832,
2024-06-01,13140,138132,4.7
2024-09-01,13140,138875,4.05
2024-12-01,13140,140081,5.15
2025-03-01,13140,140336,
2025-06-01,13140,139809,1.21
2016-03-01,13220,32384,
2016-06-01,13220,33912,
2016-09-01,13220,33471,
2016-12-01,13220,33033,
2017-03-01,13220,32390,
2017-06-01,13220,34040,0.38
2017-09-01,13220,33962,1.47
2017-12-01,13220,33834,2.42
2018-03-01,13220,32886,1.53
2018-06-01,13220,34417,1.11
2018-09-01,13220,34461,1.47
2018-12-01,13220,34138,0.9
2019-03-01,13220,33951,3.24
2019-06-01,13220,35615,3.48
2019-09-01,13220,34801,0.99
2019-12-01,13220,33682,-1.34
2020-03-01,13220,32531,
2020-06-01,13220,30843,-13.4
2020-09-01,13220,31495,-9.5
2020-12-01,13220,31493,-6.5
2021-03-01,13220,30535,
2021-06-01,13220,32233,4.51
2021-09-01,13220,32324,2.63
2021-12-01,13220,32047,1.76
2022-03-01,13220,31665,3.7
2022-06-01,13220,32630,1.23
2022-09-01,13220,33174,2.63
2022-12-01,13220,32774,2.27
2023-03-01,13220,33146,4.68
2023-06-01,13220,34397,5.42
2023-09-01,13220,34232,3.19
2023-12-01,13220,34461,5.15
2024-03-01,13220,33716,
2024-06-01,13220,35131,2.13
2024-09-01,13220,34977,2.18
2024-12-01,13220,34508,0.14
2025-03-01,13220,34201,
2025-06-01,13220,35263,0.38
2016-03-01,13380,71160,
2016-06-01,13380,73870,
2016-09-01,13380,74245,
2016-12-01,13380,73488,
2017-03-01,13380,73112,
2017-06-01,13380,75139,1.72
2017-09-01,13380,75832,2.14
2017-12-01,13380,74900,1.92
2018-03-01,13380,75073,2.68
2018-06-01,13380,77427,3.05
2018-09-01,13380,76763,1.23
2018-12-01,13380,76383,1.98
2019-03-01,13380,76370,1.73
2019-06-01,13380,77949,0.67
2019-09-01,13380,76834,0.09
2019-12-01,13380,76272,-0.15
2020-03-01,13380,76464,
2020-06-01,13380,68877,-11.64
2020-09-01,13380,71021,-7.57
2020-12-01,13380,70377,-7.73
2021-03-01,13380,71144,
2021-06-01,13380,73610,6.87
2021-09-01,13380,74965,5.55
2021-12-01,13380,75653,7.5
2022-03-01,13380,76437,7.44
2022-06-01,13380,77439,5.2
2022-09-01,13380,78912,5.27
2022-12-01,13380,77735,2.75
2023-03-01,13380,77234,1.04
2023-06-01,13380,79282,2.38
2023-09-01,13380,78330,-0.74
2023-12-01,13380,77544,-0.25
2024-03-01,13380,77100,
2024-06-01,13380,78309,-1.23
2024-09-01,13380,78508,0.23
2024-12-01,13380,77939,0.51
2025-03-01,13380,77564,
2025-06-01,13380,79998,2.16
2016-03-01,13460,64618,
2016-06-01,13460,68653,
2016-09-01,13460,69438,
2016-12-01,13460,68280,
2017-03-01,13460,67731,
2017-06-01,13460,72097,5.02
2017-09-01,13460,72411,4.28
2017-12-01,13460,71157,4.21
2018-03-01,13460,71639,5.77
2018-06-01,13460,75304,4.45
2018-09-01,13460,75444,4.19
2018-12-01,13460,74098,4.13
2019-03-01,13460,72861,1.71
2019-06-01,13460,77352,2.72
2019-09-01,13460,77263,2.41
2019-12-01,13460,76542,3.3
2020-03-01,13460,75715,
2020-06-01,13460,71074,-8.12
2020-09-01,13460,74322,-3.81
2020-12-01,13460,72636,-5.1
2021-03-01,13460,74532,
2021-06-01,13460,77709,9.34
2021-09-01,13460,78042,5.01
2021-12-01,13460,77370,6.52
2022-03-01,13460,77710,4.26
2022-06-01,13460,80271,3.3
2022-09-01,13460,80528,3.19
2022-12-01,13460,79199,2.36
2023-03-01,13460,79928,2.85
2023-06-01,13460,83908,4.53
2023-09-01,13460,84005,4.32
2023-12-01,13460,81759,3.23
2024-03-01,13460,92087,
2024-06-01,13460,96459,14.96
2024-09-01,13460,96192,14.51
2024-12-01,13460,93628,14.52
2025-03-01,13460,91573,
2025-06-01,13460,96279,-0.19
2016-03-01,13740,73174,
2016-06-01,13740,75851,
2016-09-01,13740,75559,
2016-12-01,13740,74142,
2017-03-01,13740,73528,
2017-06-01,13740,76247,0.52
2017-09-01,13740,75262,-0.39
2017-12-01,13740,74754,0.83
2018-03-01,13740,73344,-0.25
2018-06-01,13740,76309,0.08
2018-09-01,13740,75503,0.32
2018-12-01,13740,75793,1.39
2019-03-01,13740,73484,0.19
2019-06-01,13740,76384,0.1
2019-09-01,13740,75984,0.64
2019-12-01,13740,76103,0.41
2020-03-01,13740,74633,
2020-06-01,13740,73319,-4.01
2020-09-01,13740,74452,-2.02
2020-12-01,13740,75007,-1.44
2021-03-01,13740,74108,
2021-06-01,13740,77102,5.16
2021-09-01,13740,76436,2.66
2021-12-01,13740,76924,2.56
2022-03-01,13740,77196,4.17
2022-06-01,13740,80050,3.82
2022-09-01,13740,79616,4.16
2022-12-01,13740,79061,2.78
2023-03-01,13740,78806,2.09
2023-06-01,13740,81589,1.92
2023-09-01,13740,80228,0.77
2023-12-01,13740,80558,1.89
2024-03-01,13740,81974,
2024-06-01,13740,85472,4.76
2024-09-01,13740,84243,5
2024-12-01,13740,83333,3.44
2025-03-01,13740,82027,
2025-06-01,13740,85618,0.17
2016-03-01,13780,76675,
2016-06-01,13780,79631,
2016-09-01,13780,79718,
2016-12-01,13780,79231,
2017-03-01,13780,77126,
2017-06-01,13780,79807,0.22
2017-09-01,13780,79716,0
2017-12-01,13780,79340,0.14
2018-03-01,13780,77582,0.59
2018-06-01,13780,80467,0.83
2018-09-01,13780,80059,0.43
2018-12-01,13780,79650,0.39
2019-03-01,13780,77697,0.15
2019-06-01,13780,80195,-0.34
2019-09-01,13780,79164,-1.12
2019-12-01,13780,78418,-1.55
2020-03-01,13780,75137,
2020-06-01,13780,67953,-15.27
2020-09-01,13780,71499,-9.68
2020-12-01,13780,71370,-8.99
2021-03-01,13780,70085,
2021-06-01,13780,72470,6.65
2021-09-01,13780,72593,1.53
2021-12-01,13780,73778,3.37
2022-03-01,13780,71653,2.24
2022-06-01,13780,74189,2.37
2022-09-01,13780,74349,2.42
2022-12-01,13780,74045,0.36
2023-03-01,13780,73397,2.43
2023-06-01,13780,75737,2.09
2023-09-01,13780,75554,1.62
2023-12-01,13780,75545,2.03
2024-03-01,13780,75132,
2024-06-01,13780,77102,1.8
2024-09-01,13780,76597,1.38
2024-12-01,13780,75957,0.55
2025-03-01,13780,73886,
2025-06-01,13780,76361,-0.96
2016-03-01,13820,403277,
2016-06-01,13820,407976,
2016-09-01,13820,407702,
2016-12-01,13820,410343,
2017-03-01,13820,407224,
2017-06-01,13820,412756,1.17
2017-09-01,13820,412816,1.25
2017-12-01,13820,416565,1.52
2018-03-01,13820,414266,1.73
2018-06-01,13820,419301,1.59
2018-09-01,13820,417301,1.09
2018-12-01,13820,422544,1.44
2019-03-01,13820,418467,1.01
2019-06-01,13820,423567,1.02
2019-09-01,13820,420359,0.73
2019-12-01,13820,425121,0.61
2020-03-01,13820,415841,
2020-06-01,13820,390182,-7.88
2020-09-01,13820,394864,-6.07
2020-12-01,13820,405458,-4.63
2021-03-01,13820,405879,
2021-06-01,13820,411993,5.59
2021-09-01,13820,409889,3.81
2021-12-01,13820,421529,3.96
2022-03-01,13820,420493,3.6
2022-06-01,13820,423918,2.89
2022-09-01,13820,424778,3.63
2022-12-01,13820,429920,1.99
2023-03-01,13820,426498,1.43
2023-06-01,13820,431855,1.87
2023-09-01,13820,429911,1.21
2023-12-01,13820,435047,1.19
2024-03-01,13820,430621,
2024-06-01,13820,437081,1.21
2024-09-01,13820,430557,0.15
2024-12-01,13820,436626,0.36
2025-03-01,13820,427719,
2025-06-01,13820,431961,-1.17
2016-03-01,13900,55731,
2016-06-01,13900,57754,
2016-09-01,13900,57351,
2016-12-01,13900,56138,
2017-03-01,13900,54857,
2017-06-01,13900,57113,-1.11
2017-09-01,13900,56083,-2.21
2017-12-01,13900,55145,-1.77
2018-03-01,13900,53689,-2.13
2018-06-01,13900,55949,-2.04
2018-09-01,13900,55338,-1.33
2018-12-01,13900,54514,-1.14
2019-03-01,13900,53757,0.13
2019-06-01,13900,56526,1.03
2019-09-01,13900,55799,0.83
2019-12-01,13900,55215,1.29
2020-03-01,13900,53825,
2020-06-01,13900,52869,-6.47
2020-09-01,13900,53377,-4.34
2020-12-01,13900,53306,-3.46
2021-03-01,13900,53132,
2021-06-01,13900,55790,5.52
2021-09-01,13900,55393,3.78
2021-12-01,13900,55453,4.03
2022-03-01,13900,54741,3.03
2022-06-01,13900,57307,2.72
2022-09-01,13900,56825,2.59
2022-12-01,13900,56206,1.36
2023-03-01,13900,55449,1.29
2023-06-01,13900,58145,1.46
2023-09-01,13900,57190,0.64
2023-12-01,13900,56928,1.28
2024-03-01,13900,55882,
2024-06-01,13900,59034,1.53
2024-09-01,13900,58219,1.8
2024-12-01,13900,57391,0.81
2025-03-01,13900,56463,
2025-06-01,13900,59224,0.32
2016-03-01,13980,49485,
2016-06-01,13980,49582,
2016-09-01,13980,50423,
2016-12-01,13980,50197,
2017-03-01,13980,49554,
2017-06-01,13980,49633,0.1
2017-09-01,13980,50414,-0.02
2017-12-01,13980,50619,0.84
2018-03-01,13980,50521,1.95
2018-06-01,13980,50371,1.49
2018-09-01,13980,51213,1.58
2018-12-01,13980,51258,1.26
2019-03-01,13980,51225,1.39
2019-06-01,13980,50619,0.49
2019-09-01,13980,51747,1.04
2019-12-01,13980,51212,-0.09
2020-03-01,13980,49888,
2020-06-01,13980,44621,-11.85
2020-09-01,13980,47307,-8.58
2020-12-01,13980,49216,-3.9
2021-03-01,13980,49295,
2021-06-01,13980,47316,6.04
2021-09-01,13980,51338,8.52
2021-12-01,13980,51954,5.56
2022-03-01,13980,51957,5.4
2022-06-01,13980,52270,10.47
2022-09-01,13980,53157,3.54
2022-12-01,13980,52451,0.96
2023-03-01,13980,52806,1.63
2023-06-01,13980,52117,-0.29
2023-09-01,13980,55021,3.51
2023-12-01,13980,54925,4.72
2024-03-01,13980,53562,
2024-06-01,13980,52911,1.52
2024-09-01,13980,52962,-3.74
2024-12-01,13980,52855,-3.77
2025-03-01,13980,51668,
2025-06-01,13980,50031,-5.44
2016-03-01,14010,75389,
2016-06-01,14010,75968,
2016-09-01,14010,76558,
2016-12-01,14010,76089,
2017-03-01,14010,74942,
2017-06-01,14010,76065,0.13
2017-09-01,14010,76051,-0.66
2017-12-01,14010,75249,-1.1
2018-03-01,14010,74840,-0.14
2018-06-01,14010,75068,-1.31
2018-09-01,14010,74768,-1.69
2018-12-01,14010,74504,-0.99
2019-03-01,14010,72881,-2.62
2019-06-01,14010,74423,-0.86
2019-09-01,14010,73908,-1.15
2019-12-01,14010,74153,-0.47
2020-03-01,14010,72999,
2020-06-01,14010,68071,-8.53
2020-09-01,14010,70115,-5.13
2020-12-01,14010,69766,-5.92
2021-03-01,14010,69638,
2021-06-01,14010,71640,5.24
2021-09-01,14010,72859,3.91
2021-12-01,14010,74324,6.53
2022-03-01,14010,74771,7.37
2022-06-01,14010,76809,7.22
2022-09-01,14010,77831,6.82
2022-12-01,14010,78009,4.96
2023-03-01,14010,77907,4.19
2023-06-01,14010,78605,2.34
2023-09-01,14010,79822,2.56
2023-12-01,14010,81049,3.9
2024-03-01,14010,76653,
2024-06-01,14010,76589,-2.56
2024-09-01,14010,75306,-5.66
2024-12-01,14010,75073,-7.37
2025-03-01,14010,73035,
2025-06-01,14010,73769,-3.68
2016-03-01,14020,48780,
2016-06-01,14020,49570,
2016-09-01,14020,49973,
2016-12-01,14020,50058,
2017-03-01,14020,49531,
2017-06-01,14020,50389,1.65
2017-09-01,14020,50520,1.09
2017-12-01,14020,50605,1.09
2018-03-01,14020,50427,1.81
2018-06-01,14020,50703,0.62
2018-09-01,14020,50851,0.66
2018-12-01,14020,50957,0.7
2019-03-01,14020,50991,1.12
2019-06-01,14020,51668,1.9
2019-09-01,14020,52025,2.31
2019-12-01,14020,53008,4.02
2020-03-01,14020,52163,
2020-06-01,14020,48128,-6.85
2020-09-01,14020,49799,-4.28
2020-12-01,14020,50814,-4.14
2021-03-01,14020,50826,
2021-06-01,14020,52152,8.36
2021-09-01,14020,52504,5.43
2021-12-01,14020,54098,6.46
2022-03-01,14020,54484,7.2
2022-06-01,14020,54958,5.38
2022-09-01,14020,55731,6.15
2022-12-01,14020,55976,3.47
2023-03-01,14020,55501,1.87
2023-06-01,14020,54371,-1.07
2023-09-01,14020,55144,-1.05
2023-12-01,14020,55239,-1.32
2024-03-01,14020,54170,
2024-06-01,14020,53931,-0.81
2024-09-01,14020,55259,0.21
2024-12-01,14020,55288,0.09
2025-03-01,14020,54824,
2025-06-01,14020,54068,0.25
2016-03-01,14100,34810,
2016-06-01,14100,35135,
2016-09-01,14100,35611,
2016-12-01,14100,35143,
2017-03-01,14100,34912,
2017-06-01,14100,35745,1.74
2017-09-01,14100,35817,0.58
2017-12-01,14100,35333,0.54
2018-03-01,14100,34951,0.11
2018-06-01,14100,35690,-0.15
2018-09-01,14100,35709,-0.3
2018-12-01,14100,35522,0.53
2019-03-01,14100,35370,1.2
2019-06-01,14100,35936,0.69
2019-09-01,14100,35971,0.73
2019-12-01,14100,35688,0.47
2020-03-01,14100,35416,
2020-06-01,14100,33873,-5.74
2020-09-01,14100,34333,-4.55
2020-12-01,14100,33960,-4.84
2021-03-01,14100,34153,
2021-06-01,14100,34978,3.26
2021-09-01,14100,34846,1.49
2021-12-01,14100,35395,4.23
2022-03-01,14100,35106,2.79
