period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2018-06-01,48140,65010,0.8
2018-09-01,48140,64116,0.87
2018-12-01,48140,64740,0.77
2019-03-01,48140,63442,0.34
2019-06-01,48140,65582,0.88
2019-09-01,48140,64546,0.67
2019-12-01,48140,64544,-0.3
2020-03-01,48140,63218,
2020-06-01,48140,61147,-6.76
2020-09-01,48140,61509,-4.71
2020-12-01,48140,61957,-4.01
2021-03-01,48140,61474,
2021-06-01,48140,63294,3.51
2021-09-01,48140,62486,1.59
2021-12-01,48140,63115,1.87
2022-03-01,48140,62494,1.66
2022-06-01,48140,64327,1.63
2022-09-01,48140,63865,2.21
2022-12-01,48140,64176,1.68
2023-03-01,48140,62169,-0.52
2023-06-01,48140,63762,-0.88
2023-09-01,48140,62927,-1.47
2023-12-01,48140,63423,-1.17
2024-03-01,48140,62997,
2024-06-01,48140,64409,1.01
2024-09-01,48140,63231,0.48
2024-12-01,48140,63328,-0.15
2025-03-01,48140,61954,
2025-06-01,48140,63256,-1.79
2016-03-01,48260,32580,
2016-06-01,48260,33127,
2016-09-01,48260,33116,
2016-12-01,48260,32598,
2017-03-01,48260,31532,
2017-06-01,48260,32170,-2.89
2017-09-01,48260,32329,-2.38
2017-12-01,48260,32028,-1.75
2018-03-01,48260,31542,0.03
2018-06-01,48260,32185,0.05
2018-09-01,48260,32203,-0.39
2018-12-01,48260,31908,-0.37
2019-03-01,48260,31614,0.23
2019-06-01,48260,32236,0.16
2019-09-01,48260,31892,-0.97
2019-12-01,48260,31510,-1.25
2020-03-01,48260,30598,
2020-06-01,48260,28913,-10.31
2020-09-01,48260,29179,-8.51
2020-12-01,48260,29050,-7.81
2021-03-01,48260,29185,
2021-06-01,48260,29715,2.77
2021-09-01,48260,29689,1.75
2021-12-01,48260,30287,4.26
2022-03-01,48260,29957,2.65
2022-06-01,48260,30837,3.78
2022-09-01,48260,30605,3.09
2022-12-01,48260,30435,0.49
2023-03-01,48260,30194,0.79
2023-06-01,48260,30856,0.06
2023-09-01,48260,30092,-1.68
2023-12-01,48260,30176,-0.85
2024-03-01,48260,30098,
2024-06-01,48260,30716,-0.45
2024-09-01,48260,29709,-1.27
2024-12-01,48260,30558,1.27
2025-03-01,48260,30534,
2025-06-01,48260,30449,-0.87
2016-03-01,48300,42178,
2016-06-01,48300,55023,
2016-09-01,48300,50377,
2016-12-01,48300,42010,
2017-03-01,48300,43338,
2017-06-01,48300,51155,-7.03
2017-09-01,48300,51196,1.63
2017-12-01,48300,43610,3.81
2018-03-01,48300,44744,3.24
2018-06-01,48300,54918,7.36
2018-09-01,48300,52275,2.11
2018-12-01,48300,44035,0.97
2019-03-01,48300,42750,-4.46
2019-06-01,48300,51943,-5.42
2019-09-01,48300,50562,-3.28
2019-12-01,48300,44459,0.96
2020-03-01,48300,43609,
2020-06-01,48300,45517,-12.37
2020-09-01,48300,47095,-6.86
2020-12-01,48300,41415,-6.85
2021-03-01,48300,42739,
2021-06-01,48300,48025,5.51
2021-09-01,48300,48439,2.85
2021-12-01,48300,43947,6.11
2022-03-01,48300,44798,4.82
2022-06-01,48300,47272,-1.57
2022-09-01,48300,50180,3.59
2022-12-01,48300,44509,1.28
2023-03-01,48300,44933,0.3
2023-06-01,48300,50760,7.38
2023-09-01,48300,51132,1.9
2023-12-01,48300,45959,3.26
2024-03-01,48300,45543,
2024-06-01,48300,51093,0.66
2024-09-01,48300,50836,-0.58
2024-12-01,48300,44732,-2.67
2025-03-01,48300,44441,
2025-06-01,48300,50999,-0.18
2016-03-01,48540,52315,
2016-06-01,48540,53247,
2016-09-01,48540,53086,
2016-12-01,48540,53791,
2017-03-01,48540,52512,
2017-06-01,48540,54282,1.94
2017-09-01,48540,54989,3.58
2017-12-01,48540,55537,3.25
2018-03-01,48540,53396,1.68
2018-06-01,48540,56435,3.97
2018-09-01,48540,57490,4.55
2018-12-01,48540,55895,0.64
2019-03-01,48540,52880,-0.97
2019-06-01,48540,55193,-2.2
2019-09-01,48540,54243,-5.65
2019-12-01,48540,51668,-7.56
2020-03-01,48540,49763,
2020-06-01,48540,46780,-15.24
2020-09-01,48540,47350,-12.71
2020-12-01,48540,48137,-6.83
2021-03-01,48540,47517,
2021-06-01,48540,48447,3.56
2021-09-01,48540,48804,3.07
2021-12-01,48540,49498,2.83
2022-03-01,48540,48402,1.86
2022-06-01,48540,49209,1.57
2022-09-01,48540,49128,0.66
2022-12-01,48540,49421,-0.16
2023-03-01,48540,49085,1.41
2023-06-01,48540,50194,2
2023-09-01,48540,49574,0.91
2023-12-01,48540,49861,0.89
2024-03-01,48540,48686,
2024-06-01,48540,49639,-1.11
2024-09-01,48540,49274,-0.61
2024-12-01,48540,49208,-1.31
2025-03-01,48540,48005,
2025-06-01,48540,48768,-1.75
2016-03-01,48620,250512,
2016-06-01,48620,253408,
2016-09-01,48620,251733,
2016-12-01,48620,252534,
2017-03-01,48620,249011,
2017-06-01,48620,251030,-0.94
2017-09-01,48620,248672,-1.22
2017-12-01,48620,251802,-0.29
2018-03-01,48620,249134,0.05
2018-06-01,48620,254551,1.4
2018-09-01,48620,254303,2.26
2018-12-01,48620,257073,2.09
2019-03-01,48620,256713,3.04
2019-06-01,48620,261391,2.69
2019-09-01,48620,259281,1.96
2019-12-01,48620,262269,2.02
2020-03-01,48620,257186,
2020-06-01,48620,231940,-11.27
2020-09-01,48620,241335,-6.92
2020-12-01,48620,243258,-7.25
2021-03-01,48620,242475,
2021-06-01,48620,248976,7.35
2021-09-01,48620,246811,2.27
2021-12-01,48620,252898,3.96
2022-03-01,48620,249734,2.99
2022-06-01,48620,253826,1.95
2022-09-01,48620,256720,4.01
2022-12-01,48620,260711,3.09
2023-03-01,48620,259589,3.95
2023-06-01,48620,264664,4.27
2023-09-01,48620,263792,2.75
2023-12-01,48620,266104,2.07
2024-03-01,48620,260523,
2024-06-01,48620,265580,0.35
2024-09-01,48620,263741,-0.02
2024-12-01,48620,265504,-0.23
2025-03-01,48620,261744,
2025-06-01,48620,264385,-0.45
2016-03-01,48660,43991,
2016-06-01,48660,44308,
2016-09-01,48660,43820,
2016-12-01,48660,44409,
2017-03-01,48660,45154,
2017-06-01,48660,45582,2.88
2017-09-01,48660,45179,3.1
2017-12-01,48660,46219,4.08
2018-03-01,48660,45524,0.82
2018-06-01,48660,46424,1.85
2018-09-01,48660,45958,1.72
2018-12-01,48660,46849,1.36
2019-03-01,48660,45673,0.33
2019-06-01,48660,46176,-0.53
2019-09-01,48660,46044,0.19
2019-12-01,48660,46335,-1.1
2020-03-01,48660,45152,
2020-06-01,48660,42920,-7.05
2020-09-01,48660,42427,-7.86
2020-12-01,48660,43205,-6.76
2021-03-01,48660,43571,
2021-06-01,48660,44112,2.78
2021-09-01,48660,43972,3.64
2021-12-01,48660,44918,3.96
2022-03-01,48660,44402,1.91
2022-06-01,48660,44895,1.78
2022-09-01,48660,45084,2.53
2022-12-01,48660,45498,1.29
2023-03-01,48660,45511,2.5
2023-06-01,48660,46144,2.78
2023-09-01,48660,45355,0.6
2023-12-01,48660,45752,0.56
2024-03-01,48660,45059,
2024-06-01,48660,45362,-1.69
2024-09-01,48660,44630,-1.6
2024-12-01,48660,44655,-2.4
2025-03-01,48660,44347,
2025-06-01,48660,44518,-1.86
2024-03-01,48680,33855,
2024-06-01,48680,33677,
2024-09-01,48680,33923,
2024-12-01,48680,34617,
2025-03-01,48680,35082,
2025-06-01,48680,34657,2.91
2016-03-01,48700,43533,
2016-06-01,48700,44046,
2016-09-01,48700,44095,
